Rating,No_of_ratings,Name,specs0,specs1,specs2,specs3,specs4,specs5,specs6,specs7,specs8,specs9,specs10,specs11,specs12,specs13,specs14,specs15,specs16,specs17,specs18,specs19,specs20,specs21,specs22,specs23,specs24,specs25,specs26,specs27,specs28,specs29,specs30,specs31,specs32,specs33,specs34,specs35
4.7,544 Ratings,Key Specs & Features of HP 15-dk0041nr (7KW86UA) (Intel Core i5 (9th Gen) 12GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Diagonal IPS anti-glare micro-edge WLED-backlit Display , No , Intel Core i5 (9th Gen) , 9300H , 2.4GHz , 8 MB , NVIDIA GeForce GTX 1650 , 4 GB , 12GB ,1, DDR4 , 2666MHz ,null, 256GB , 2.24 Kg , 360 x 256 x 23.4 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard ,null
4.1,797 Ratings,Key Specs & Features of Asus C223NA-DH02 (Intel Celeron Dual Core 4GB ), Google Chrome , 11.6 inch(29.46 cm) , 1366 x 768 pixels , LED , Anti-Glare LED Display , No , Intel Celeron Dual-Core , N3350 , 1.1GHz , 2 MB , Intel HD , 4GB ,null,1, LPDDR4 , 2400MHz ,null, 32GB , 0.99 Kg , 287.02 x 198.12 x 17.7 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack , 38 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard ,null
4.7,544 Ratings,Key Specs & Features of HP 15-dk0041nr (7KW86UA) (Intel Core i5 (9th Gen) 12GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Diagonal IPS anti-glare micro-edge WLED-backlit Display , No , Intel Core i5 (9th Gen) , 9300H , 2.4GHz , 8 MB , NVIDIA GeForce GTX 1650 , 4 GB , 12GB ,1, DDR4 , 2666MHz ,null, 256GB , 2.24 Kg , 360 x 256 x 23.4 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard ,null
4.1,797 Ratings,Key Specs & Features of Asus C223NA-DH02 (Intel Celeron Dual Core 4GB ), Google Chrome , 11.6 inch(29.46 cm) , 1366 x 768 pixels , LED , Anti-Glare LED Display , No , Intel Celeron Dual-Core , N3350 , 1.1GHz , 2 MB , Intel HD , 4GB ,null,1, LPDDR4 , 2400MHz ,null, 32GB , 0.99 Kg , 287.02 x 198.12 x 17.7 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack , 38 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard ,null
4,19 Ratings,Key Specs & Features of HP 250 G8 (3D4T7PA) (Intel Core i3 (10th Gen) 4GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit, Narrow Bezel Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut) ",null, Intel Core i3 (10th Gen) , 1005G1 , 1.2GHz , 4 MB , Intel UHD , 4GB ,null,2, DDR4 , 2666MHz ,null, 512GB , 1.74 Kg , 358 x 242 x 19.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Full-Size English Keyboard with Numeric Keypad ,null
4.3,121 Ratings,Key Specs & Features of Lenovo 15ALC05 (82LN00A3IN) (Ryzen 7 16GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit, IPS Anti-Glare Display (300 nits Brightness, 45% NTSC Color Gamut) ", No , AMD Octa-Core Ryzen 7 , 5700U , 1.8GHz , 12 MB , AMD Radeon , 16GB ,null,1, DDR4 , 3200MHz ,null, 512GB , 1.66 Kg , 356.7 x 233.13 x 19.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W ,null, Li-Ion , 14 Hrs , Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard ,null
4.2,251 Ratings,Key Specs & Features of Asus C302CA-DH54 (Intel Core m5 (6th Gen) 4GB ), Google Chrome , 12.5 inch(31.75 cm) , 1920 x 1080 pixels , LED , LED Glossy Display , Yes , Intel Core M5 (6th Gen) , 6Y54 , 1.1GHz , 4 MB , Intel HD 515 , 4GB , Up to 8GB ,1, LPDDR3 , 1866MHz ,null, 64GB , 1.2 Kg , 304.8 x 210.8 x 12.7 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", Yes , No , Headphone + Microphone Combo Jack , 39 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-touch Gesture support , Standard Notebook Keyboard , No 
3.7,29 Ratings,Key Specs & Features of HP 15-dk2075tx (4A3K5PA) (Intel Core i7 (11th Gen) 16GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (11th Gen) , 11370H ,null, 12 MB , NVIDIA GeForce GTX 1650 , 4 GB , 16GB ,2, DDR4 , 3200MHz ,null, 512GB , 2.23 Kg , 360 x 256 x 23.4 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with multi-touch gesture support; Precision Touchpad Support , Gaming Backlit Keyboard , No 
3.9,499 Ratings,Key Specs & Features of HP 14a-na0002TU (2Z326PA) (Intel Celeron Dual Core 4GB ), Google Chrome , 14 inch(35.56 cm) , 1366 x 768 pixels , LED , LED Backlit Anti-Glare TN Display , No , Intel Celeron Dual-Core , N4020 , 1.1GHz , 4 MB , Intel UHD 600 , 4GB ,null,1, LPDDR4 , 2400MHz ,null, 64GB , 2.3 Kg , 325.7 x 218.5 x 17.8 , Ceremic White , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 2 Cell , Li-Ion ,null, HP Imagepad with Multi-Touch Gesture Support ," Full-size, island-style, snow white keyboard ", No 
null,5 Ratings,Key Specs & Features of HP 14s-ER0502TU (49J03PA) (Intel Core i3 (10th Gen) 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," WLED Backlit, Micro-Edge IPS, BrightView Display (250 nits Brightness, 157ppi, 45% NTSC Color Gamut) ", No , Intel Core i3 (10th Gen) , 1005G1 , 1.2GHz , 4 MB , Intel UHD , 8GB ,null,1, DDR4 , 2666MHz ,null, 512GB , 1.49 Kg , 324 x 225.8 x 19.9 , Natural Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 41 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled ," Full-Size, Backlit Island-Style, Natural Silver Keyboard ", No 
3.9,29 Ratings,Key Specs & Features of HP x360 14-dw1039TU (2R2H6PA) (Intel Core i5 (11th Gen) 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," WLED Backlit IPS Multi- Display (250 nits Brightness, 45% NTSC Color Gamut, 157 PPI, 82.47% Screen to Body Ratio) ", Yes , Intel Core i5 (11th Gen) , 1135G7 ,null, 8 MB , Intel Iris Xe , 8GB , Up to 16GB ,2, DDR4 , 3200MHz ,null, 512GB , 1.61 Kg , 324 x 221 x 18 , Natural Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Full-size Backlit Ash Silver Keyboard ,null
null,null,Key Specs & Features of Asus GX502LWS-XS76 (Intel Core i7 (10th Gen) 16GB 8GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS-Type PANTONE Validated Display , No , Intel Core i7 (10th Gen) , 10875H , 2.3GHz , 16 MB , NVIDIA GeForce RTX 2070 , 8 GB , 16GB ,1, DDR4 , 3200MHz ,null, 1TB , 1.9 Kg , 359.9 x 252 x 18.8 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 76 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , ROG Aura Sync System with Per-Key RGB Keyboard , No 
5,1 Ratings,Key Specs & Features of HP 14s-ER0503TU (49L36PA) (Intel Core i5 (10th Gen) 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," WLED Backlit, Micro-Edge IPS, BrightView Display (250 nits Brightness, 157ppi, 45% NTSC Color Gamut) ", No , Intel Core i5 (10th Gen) , 1035G1 , 1.0GHz ,null, Intel UHD , 8GB ,null,1, DDR4 , 2666MHz ,null, 512GB , 1.49 Kg , 324 x 225 x 19.9 , Natural Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 41 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled ," Full-Size, Backlit Island-Style, Natural Silver Keyboard ", No 
null,null,Key Specs & Features of Asus X515EA-BQ312TS (Intel Core i3 (11th Gen) 8GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i3 (11th Gen) , 1115G4 , 3.0GHz , 6 MB , Intel UHD , 8GB ,null,1, DDR4 , 3200MHz ,null, 256GB , 1.8 Kg , 360 x 235 x 19.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 37 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , Yes 
null,null,Key Specs & Features of HP x360 14-ea0542TU (4P7S6PA) (Intel Core i5 (11th Gen) 16GB Windows 10), Windows 10 Home Basic , 13.5 inch(34.29 cm) , 1920 x 1080 pixels , LED ," Diagonal, WUXGA Plus Multitouch-enabled, IPS, edge-to-edge glass, micro-edge, CorningÂ® GorillaÂ® Glass NBTâ„¢, 1000 nits, 100% sRGB, HP Sure View Reflect integrated privacy Display ", Yes , Intel Core i5 (11th Gen) , 1135G7 ,null, 8 MB , Intel Iris Xe , 16GB ,null,1, LPDDR4X , 3733MHz ,null, 512GB , 1.36 Kg , 298.3 x 220.1 x 16.9 , Nightfall Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled ," fFull-size, backlit, nightfall black keyboard ", No 
null,null,Key Specs & Features of HP 14s-fq0526AU (440L4PA) (Ryzen 5 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," Diagonal IPS, micro-edge, BrightView, 250 nits, 45% NTSC Display ", No , AMD Quad-Core Ryzen 5 , 3500U , 2.1GHz , 4 MB , AMD Radeon , 8GB ,null,1, DDR4 , 2400MHz ,null, 512GB , 1.47 Kg , 324 x 225 x 17.9 , Silver ,1," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Lenovo (82H700J7IN) (Intel Core i5 (11th Gen) 8GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i5 (11th Gen) , 1135G7 , 2.4GHz , 8 MB , Intel Iris Xe , 8GB ,null,1, DDR4 , 3200MHz ,null, 512GB , 1.41 Kg , 324 x 216 x 20 , Arctic Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion , 7 Hrs , Touchpad with Multi-Touch Gestures Enabled ,null,null
3.3,3 Ratings,Key Specs & Features of Asus G533QS-HF197TS (Ryzen 7 16GB 8GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit, IPS Anti-Glare Display (300nits Brightness, 72% NTSC Color Gamut, 100% sRGB) ", No , AMD Octa-Core Ryzen 7 , 5800H , 3.1GHz , 16 MB , NVIDIA GeForce RTX 3080 , 8 GB , 16GB ,2, DDR4 , 3200MHz ,null, 1TB , 2.3 Kg , 354 x 259 x 27.2 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.1 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 240 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Optical Mechanical Keyboard Per-Key RGB with Support NumberPad , No 
4.4,4 Ratings,Key Specs & Features of MSI GF75 Thin 10SCSR-297IN (Intel Core i7 (10th Gen) 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 17.3 inch(43.94 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i7 (10th Gen) , 10750H , 2.6GHz , 12 MB , NVIDIA GeForce GTX 1650 Ti , 4 GB , 8GB ,1, DDR4 , 2666MHz ,null, 512GB , 2.24 Kg , 397 x 260 x 22.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 2 ", Headphone + Microphone Combo Jack , 51 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
null,null,Key Specs & Features of Asus GA401IV-HA181TS (Ryzen 9 16GB 6GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 2560 x 1440 pixels , LED , Q LED Backlit Anti Glare Display , No ,null, 4900HS , 3.0GHz , 12 MB , NVIDIA Geforce RTX 2060 with Max-Q Design , 6 GB , 16GB ,1, DDR4 , 3200MHz ,null, 1TB , 1.7 Kg , 324 x 220 x 19.9 , Eclipse Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 76 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
4.8,5 Ratings,Key Specs & Features of Asus GA401IVC-HA275TS (Ryzen 9 32GB 6GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 2560 x 1440 pixels , LED ," Quad LED Backlit Anti-glare IPS Display (300 nits Brightness, 72% NTSC Color Gamut, 800:1 Contrast Ratio, 100% sRGB, 75.35% Adobe, 170 Degree Viewing Angle, Pantone Validated) ", No ,null, 4900HS , 3.0GHz , 12 MB , NVIDIA Geforce RTX 2060 with Max-Q Design , 6 GB , 32GB ,1, DDR4 , 3200MHz ,null, 1TB , 1.70 Kg , 324 x 220 x 19.9 , Crossover Gray , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 180 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
4.1,18 Ratings,Key Specs & Features of Asus GA401II-HE022TS ( 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," , 300 nits Brightness, Anti-Glare IPS-level panel, 100% sRGB, Pantone Validated, Adaptive sync, 85% screen-to-body ratio Display ", No , AMD Hexa-Core Ryzen 5 , 4600HS , 3.0GHz , 8 MB , NVIDIA Geforce GTX 1650 Ti , 4 GB , 8GB ,1, DDR4 , 3200MHz ,null, 512GB , 1.6 Kg , 324 x 222 x 17.9 , Eclipse Gray , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 76 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Chiclet Backlit Keyboard with Isolated Numpad Key ,null
4.2,52 Ratings,Key Specs & Features of Asus GA401IH-HE042TS ( 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 14 inch , 1920 x 1080 pixels , LED ," , 300 nits Brightness, Anti-Glare IPS-level panel, 100% sRGB, Pantone Validated, Adaptive sync, 85% screen-to-body ratio Display ", No , AMD Hexa-Core Ryzen 5 , 4600HS , 3.0GHz , 8 MB , NVIDIA Geforce GTX 1650 , 4 GB , 8GB ,1, DDR4 , 3200MHz ,null, 512GB , 1.6 Kg , 324 x 222 x 17.9 , Moonlight White , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 76 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
5,1 Ratings,Key Specs & Features of Acer A514-53G (UN.HYZSI.002) (Intel Core i5 (10th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i5 (10th Gen) , 1035G1 , 1.6GHz , 6 MB , NVIDIA GeForce MX350 , 2 GB , 8GB ,2, DDR4 , 2666MHz ,null, 512GB , 1.5 Kg , 328.6 x 235.9 x 18 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 4.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , null, 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
4.1,37 Ratings,Key Specs & Features of HP 13-ba0011TX (3S960PA) (Intel Core i5 (10th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 13.3 inch , 1920 x 1080 pixels , LED , LED Anti-glare Display , No , Intel Core i5 (10th Gen) , 10210U , 1.6GHz , 6 MB , NVIDIA GeForce MX350 , 2 GB , 8GB ,1, DDR4 , 2666MHz ,null, 512GB , 1.3 Kg , 306.5 x 194.6 x 16.9 , Natural Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, HP Imagepad with multi-touch gesture support; Precision Touchpad Support ," Full-size, island-style, backlit, natural silver keyboard ", No 
4,13 Ratings,Key Specs & Features of HP 15-ek0018tx (183H5PA) (Intel Core i7 (10th Gen) 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Diagonal IPS LED Anti-glare Micro-edge WLED-Backlit 250 nits 45% NTSC Display , No , Intel Core i7 (10th Gen) , 10750H , 2.6GHz , 12 MB , NVIDIA Geforce GTX 1650 Ti , 4 GB , 8GB ,1, DDR4 , 2933MHz ,null, 1TB , 2.36 Kg , 357.9 x 239.7 x 22.5 , Shadow Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 150 W AC Adapter W , 3 Cell , Li-Ion ,null, HP Imagepad with multi-touch gesture support; Precision Touchpad Support ," Full-size, 4-zone RGB backlit, shadow black keyboard with 26-Key Rollover Anti-Ghosting Key technology ",null
null,null,Key Specs & Features of Asus UX434FLC-A6512TS (Intel Core i7 (10th Gen) 16GB 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i7 (10th Gen) , 10510U , 1.8GHz , 8 MB , NVIDIA GeForce MX250 , 2 GB , 16GB ,1, LPDDR3 , 2133MHz ,null, 1TB , 1.26 Kg , 319 x 199 x 16.9 , Royal Blue , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 50 W AC Adapter W , 3 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Illuminated Chiclet Keyboard ,null
4.3,8 Ratings,Key Specs & Features of Asus S433FL-EB199TS (Intel Core i7 (10th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch , 1920 x 1080 pixels , LED , LED-backlit 16:9 Frameless NanoEdge with 85% screen-to-body ratio IPS-level wide-view technology Display , No , Intel Core i7 (10th Gen) , 10510U , 1.8GHz , 8 MB , NVIDIA GeForce MX250 , 2 GB , 8GB ,1, DDR4 , 2666MHz ,null, 512GB , 1.4 Kg , 324.9 x 213.5 x 15.9 , Indie Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Po ,null, Precision touchpad (PTP) technology supports up to four-finger smart gestures ," Full-size backlit (optional), with 1.4mm key travel ",null
3.8,8 Ratings,Key Specs & Features of HP 15-ek0023TX (183J0PA) (Intel Core i7 (10th Gen) 16GB 8GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Diagonal IPS Anti-glare Micro-edge WLED-backlit 300 Nits 100% sRGB Display , No , Intel Core i7 (10th Gen) , 10750H , 2.6GHz , 12 MB , NVIDIA GeForce RTX 2070 , 8 GB , 16GB ,2, DDR4 , 2933MHz ,null, 1TB , 2.36 Kg , 357.9 x 239.7 x 22.5 , Shadow Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 200 W AC Adapter W , 6 Cell , Li-Ion ,null, HP Imagepad with multi-touch gesture support; Precision Touchpad Support ," Full-size, 4-zone RGB backlit, shadow black keyboard with 26-Key Rollover Anti-Ghosting Key technology ",null
4.1,37 Ratings,Key Specs & Features of HP 13-ba0011TX (3S960PA) (Intel Core i5 (10th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 13.3 inch , 1920 x 1080 pixels , LED , LED Anti-glare Display , No , Intel Core i5 (10th Gen) , 10210U , 1.6GHz , 6 MB , NVIDIA GeForce MX350 , 2 GB , 8GB ,1, DDR4 , 2666MHz ,null, 512GB , 1.3 Kg , 306.5 x 194.6 x 16.9 , Natural Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, HP Imagepad with multi-touch gesture support; Precision Touchpad Support ," Full-size, island-style, backlit, natural silver keyboard ",null
4.3,"4,940 Ratings",Key Specs & Features of Xiaomi Mi Notebook 14 (Intel Core i5 (10th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," 178 wide viewing angle, 250 nits brightness Display ", No , Intel Core i5 (10th Gen) , 10210U , 1.6GHz , 6 MB , NVIDIA GeForce MX250 , 2 GB , 8GB ,1, DDR4 , 2666MHz ,null, 512GB , 1.5 Kg , 323 x 228 x 17.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ," Yes, 1 ", Headphone + Microphone Combo Jack , 65 W AC Adapter W ,null,null,null, Touchpad with Multi-Touch Gestures Enabled , Scissor Mechanism ABS Texture with 1.3mm key travel , No 
3.9,"1,172 Ratings",Key Specs & Features of Dell 15 3505 (D560341WIN9S) (Ryzen 5 8GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit Anti-glare Display , No , AMD Quad-Core Ryzen 5 , 3500U , 2.1GHz , 6 MB , AMD Radeon Vega 8 , 8GB , Up to 16GB ,2, DDR4 , 2400MHz ,null, 512GB , 1.96 Kg , 364 x 249 x 20 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No , Yes , Headphone + Microphone Combo Jack ,null, 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , English International Backlit Keyboard , No 
